ride_id,driver_id,route_id,start_point,end_point,departure_time,price_total,available_seats,car_plate,status
27aa18c1-37f2-4e56-86d3-92f378792427,35,route_872,Centro Commerciale Pisanova,OBI Pisa,2025-10-25T14:02:35.884321,14.48,3,HW149RY,published
7547547f-a5da-45e1-8f2b-e2ad9524d434,35,route_1926,Conad Pian di Marco,Ipercoop Pisa,2025-09-13T14:02:35.885980,5.24,4,GY661OX,published
6def4bff-1999-49d3-9fdc-617ec7278b0b,35,route_2012,Hotel Galilei Pisa,Pizzeria Colignola,2025-08-06T14:02:35.887662,16.55,2,QA373VU,published
92b07d8d-7f36-40b9-b773-b7e28adc78f2,35,route_785,Decathlon Pisa,Parcheggio Porto di Marina,2025-10-05T07:02:35.889334,11.34,3,SA322CE,published
a3e919a4-143a-4d32-8a38-db74b709a134,35,route_93,Stazione Pisa Centrale,McDonald's Barbaricina,2025-10-23T09:02:35.890944,17.7,4,QW263BA,published
6b2a9f27-ab82-4fa7-8446-39776489ea37,35,route_931,Ristorante Galileo,Ristorante Tuscany 2,2025-12-10T04:02:35.892603,15.36,1,CT296YY,published
d6602346-af13-4caf-99c7-eed6e9c9292a,35,route_720,Parcheggio Via Paparelli,Euronics Pisa Cisanello,2025-08-19T00:02:35.894273,16.86,3,SE130UF,published
79ed1791-4151-4434-80e7-9f90846d5559,35,route_335,Facolta di Ingegneria Polo A,Ipercoop Pisa,2025-11-26T01:02:35.895964,18.22,4,RU820CY,published
0517d6ea-52ad-4ba2-a49e-a050149ee044,35,route_750,Decathlon Pisa,Stazione Leopolda,2026-01-09T19:02:35.897624,23.72,1,ZT847JO,published
edf9a528-38ef-4959-b1c5-cae1d1ed5497,35,route_1475,Ristorante Pizzeria Il Pellicano,Ristorante Da Stefano (Tirrenia),2025-11-09T04:02:35.899296,9.48,1,CK272YX,published
d97bff15-fca3-423d-99a5-d9ce766785a2,35,route_92,Stazione Pisa Centrale,Eurospin Ospedaletto,2025-10-21T06:02:35.900942,20.92,3,BD473FC,published
01f2dbdb-a19c-4e85-82cc-48dabd5fecd8,35,route_1323,Carrefour Express Pisanova,Pizzeria Colignola,2025-08-23T10:02:35.902632,5.06,4,HZ206CW,published
a8fde96f-28d7-4806-aa79-87ecd7fa589a,35,route_607,Lidl Pisa,OBI Pisa,2026-02-10T09:02:35.904293,22.33,3,WZ820OG,published
21e619c1-e5e8-4db7-a6b8-29ebee8ea14a,35,route_965,Ipercoop Pisa,Lidl Pisa,2025-08-18T16:02:35.905952,19.41,4,IU139HC,published
75230347-2ff6-4629-9a51-c71823e89414,35,route_450,Stazione Leopolda,Ristorante Pizzeria Il Pellicano,2025-11-26T01:02:35.907634,9.43,2,XP325UT,published
20cf294f-3d49-461d-b010-c489a5d846f0,35,route_517,Stazione San Rossore,McDonald's Barbaricina,2026-02-17T23:02:35.909280,8.1,2,BV310PT,published
e4e9d47f-74b5-43a7-9bfd-90acffa404e9,35,route_1112,Farmacia Cisanello,Supermercato Coop Ghezzano,2026-02-11T01:02:35.911012,18.13,4,NM197EY,published
c7f352d9-253e-4fd1-bd13-fa2e51da7ec7,35,route_243,Via Angelo Battelli 5,Euronics Pisa Cisanello,2026-01-31T02:02:35.912678,23.27,1,KE059KD,published
db5e1452-de87-423b-a34a-7d80bdb8be0c,35,route_306,Via Gabriele Vettori 18,Conad La Vettola,2025-07-31T06:02:35.914336,5.5,1,SF027ON,published
dccd0913-5cf1-4a26-abac-0f07cb936a06,35,route_217,Via Angelo Battelli 5,Facolta di Ingegneria Polo A,2025-12-30T01:02:35.916003,24.05,2,FT112FC,published
172d67d8-20a8-416a-a7ef-7d74a2582f84,35,route_990,Ipercoop Pisa,Hotel Galilei Pisa,2026-02-22T08:02:35.917679,8.58,4,DP466IA,published
57fcb9c4-b956-46be-bc7d-603ccbbf7b09,35,route_755,Decathlon Pisa,Parcheggio Via Paparelli,2025-10-17T10:02:35.919349,18.52,1,XY648NE,published
0dd7d890-212f-4084-aef3-1bd7337b3b94,35,route_1595,Via Montanelli 66,Via Gabriele Vettori 18,2025-12-13T07:02:35.921032,7.02,2,HD663DZ,published
9520d34f-cfd4-40e7-9d11-689cb6c98310,35,route_1831,Esselunga Cisanello,Supermercato Coop San Giusto,2025-09-02T00:02:35.922700,5.7,2,MA233JT,published
1429ce56-edcf-4553-8ac2-73e1bdda8aaa,35,route_1922,Conad Pian di Marco,Decathlon Pisa,2025-12-06T18:02:35.924376,12.18,4,QE291KA,published
12655ff4-4bee-40df-a2ff-037c4da90aee,35,route_720,Parcheggio Via Paparelli,Euronics Pisa Cisanello,2025-11-01T07:02:35.926059,12.02,4,SJ171WX,published
68bf4bf4-396e-44e0-859e-c9c37e764772,35,route_720,Parcheggio Via Paparelli,Euronics Pisa Cisanello,2025-12-01T06:02:35.927717,19.07,3,FO491ZJ,published
cc1ab8d7-b9bb-4353-a508-273099818252,35,route_393,Polo Fibonacci,Parcheggio di Cisanello,2025-11-08T22:02:35.929377,20.89,2,TJ966PN,published
25f4a689-b0e8-48c1-b385-b286d5332331,35,route_515,Stazione San Rossore,Ristorante Il Rustichello - San Piero,2025-12-05T21:02:35.931054,17.77,1,IS265WD,published
4b65c8b0-c641-47b8-b670-72410cd7a490,35,route_421,Polo Fibonacci,Ristorante Il Lago (Nodica),2025-11-22T17:02:35.932699,17.22,1,CO142JJ,published
35175835-da92-43f9-9ab3-563018ba9775,35,route_153,Universita di Pisa,Hotel Continental Tirrenia,2025-08-01T13:02:35.934361,23.26,1,FF668QI,published
568f038c-0855-4d82-9777-c8f743e4619a,35,route_1141,Ristorante Il Mio Capriccio,Supermercato Coop San Giusto,2025-12-03T19:02:35.936081,9.2,2,IY835MX,published
92331fec-150f-4104-88c0-a342af799670,35,route_154,Universita di Pisa,Parcheggio Migliarino,2026-02-05T15:02:35.937720,13.17,1,AP797CF,published
d172f056-841c-4a36-9e41-b6d944cd5747,35,route_2047,Pizzeria Pisanova,Hotel San Ranieri,2025-09-11T08:02:35.939409,6.03,2,NN179YD,published
087e1023-2126-4a63-864b-36d490396653,35,route_1117,Ristorante Il Mio Capriccio,Via Angelo Battelli 5,2025-12-11T13:02:35.941086,17.71,3,GB020ZY,published
3ab8d4b2-4768-41fa-a48f-9aba08dd0a06,35,route_1594,Via Montanelli 66,Via Angelo Battelli 5,2025-08-18T21:02:35.942759,17.77,4,VS956QJ,published
9698dd1b-24b6-422b-9b74-f1e9ba34cb33,35,route_1897,Piscina Comunale Camalich,MD Discount Riglione,2026-01-17T02:02:35.944429,21.65,4,QD663QO,published
fa5235d8-333f-4189-b895-da900e62e32e,35,route_2100,Ristorante Il Rustichello - San Piero,Hotel San Ranieri,2025-11-09T12:02:35.946148,6.93,3,EK558AK,published
c3136f22-256f-4206-a8ea-7b95682a5147,35,route_1680,Ristorante Tuscany 2,Pizzeria Pisanova,2025-12-27T04:02:35.947865,22.37,2,NF458VG,published
1eccc132-558a-4d09-822f-f92a7dced57b,35,route_2070,Ristorante Il Rustichello - San Piero,Via Aretino Spinello 11,2026-02-04T11:02:35.949587,14.69,3,UP557GX,published
cc6a0406-43f9-4323-8987-9b2624a28722,35,route_696,Parcheggio Via Paparelli,Polo Fibonacci,2025-08-15T07:02:35.951256,17.17,1,SE362OC,published
019b2523-603c-4a7d-b49b-bc87471e3036,35,route_2100,Ristorante Il Rustichello - San Piero,Hotel San Ranieri,2025-10-13T06:02:35.952974,10.24,4,OJ887UC,published
24b226a5-fdb4-4a50-892a-13013a057d3b,35,route_843,MediaWorld Pisa,Parcheggio Migliarino,2025-12-28T15:02:35.954641,18.39,3,XA011KO,published
bbd02d3c-bb21-40c7-835e-04e3e28279a2,35,route_990,Ipercoop Pisa,Hotel Galilei Pisa,2025-10-25T23:02:35.956305,24.56,3,GK082OL,published
3c91cca0-5733-4375-9914-38184adb42ba,35,route_1112,Farmacia Cisanello,Supermercato Coop Ghezzano,2026-02-14T15:02:35.957981,13.54,3,PO148GC,published
07684ff2-6e1c-46b6-a47b-e5ce830636b1,35,route_2047,Pizzeria Pisanova,Hotel San Ranieri,2025-12-02T14:02:35.959674,16.39,1,KD407AO,published
946dd607-954b-428f-94a3-b6c50f01b998,35,route_305,Via Gabriele Vettori 18,McDonald's Barbaricina,2025-08-29T13:02:35.961351,7.29,2,HU410LD,published
419e41a1-04ff-4b21-961b-b70020e51d62,35,route_992,Ipercoop Pisa,Ristorante Il Rustichello - San Piero,2025-11-04T04:02:35.963021,19.4,2,KY976RO,published
a84ef7a3-221d-412d-9bbc-8e7883fd81eb,35,route_397,Polo Fibonacci,Ristorante Pizzeria Il Pellicano,2025-11-16T02:02:35.964713,10.62,2,IE965BP,published
83105255-ef32-4731-8ee5-d461adb4f810,35,route_1384,Ristorante La Greppia,Facolta di Ingegneria Polo A,2025-12-24T17:02:35.966434,20.37,2,AO603SJ,published
b0bd28e9-a55e-4773-84c0-7eaea3d79674,35,route_511,Stazione San Rossore,Piscina Comunale Camalich,2026-02-20T03:02:35.968098,14.24,2,RD690DM,published
1f6d5aa1-d587-4b02-b684-0b6bc42ea6f8,35,route_1592,Via Montanelli 66,Universita di Pisa,2025-10-01T07:02:35.969791,18.81,3,XE753KO,published
f88a6c64-74fe-4d4a-8870-ffcd8fab842a,35,route_31,Torre,Euronics Pisa Cisanello,2025-11-23T03:02:35.971401,10.81,3,XD399NK,published
76e6d0f2-44c3-4b15-bbb8-9ae0177e5b91,35,route_1650,Ristorante Tuscany 2,Polo Fibonacci,2025-08-19T23:02:35.973093,16.7,1,TB529PZ,published
df995b52-6390-4df7-b663-e2bd6f9b3c95,35,route_1082,Farmacia Cisanello,Parcheggio di Cisanello,2025-11-05T08:02:35.974767,8.34,3,XJ789YS,published
39fcedfe-55f0-4a03-9e7e-97bb62632a76,35,route_1410,Ristorante La Greppia,Hotel San Ranieri,2025-09-18T10:02:35.976462,24.65,4,XO104QU,published
160a4b0b-3cb4-4986-bc52-cc48103bc754,35,route_752,Decathlon Pisa,Parco San Rossore,2025-10-11T14:02:35.978140,20.95,3,WS652EP,published
089a59f0-2c41-4c01-a140-b2b5b470990f,35,route_637,McDonald's Pisa Aurelia,Stazione Pisa Centrale,2025-08-19T20:02:35.979794,22.65,1,EN824FL,published
2367ab5f-ba92-4c7a-b99d-41e560e4b13e,35,route_1891,Piscina Comunale Camalich,Hotel Galilei Pisa,2026-02-12T04:02:35.981463,14.33,4,AS084KM,published
f37f5cb8-3a5f-4885-b577-4ce6a9930a79,35,route_1685,Ristorante Tuscany 2,MD Discount Riglione,2025-12-17T06:02:35.983172,20.51,2,PO148GC,published
e2b0a12f-59a1-4b81-a67e-f2f372a6ba1b,35,route_637,McDonald's Pisa Aurelia,Stazione Pisa Centrale,2025-10-10T05:02:35.984836,6.53,4,XO104QU,published
941d29aa-0115-436d-a13d-fc1ea65d0241,35,route_1921,Conad Pian di Marco,Parcheggio Via Paparelli,2026-01-23T20:02:35.986505,5.02,2,IQ039MH,published
4e475272-2730-4c2f-9b0b-2d218d1b7925,35,route_1081,Farmacia Cisanello,Via del Borghetto 102,2025-11-29T01:02:35.988154,24.21,3,CO789UM,published
6098f93d-8059-4bae-93f2-a7e7dca69ada,35,route_935,Ristorante Galileo,Piscina Comunale Camalich,2025-12-28T20:02:35.989824,15.73,1,FM254CQ,published
a1b21943-1c0a-4ed0-81e2-352d9476b4e0,35,route_1382,Ristorante La Greppia,Via Angelo Battelli 5,2025-12-09T22:02:35.991524,18.08,3,UQ227QA,published
551bdc41-7393-4075-b14a-05cf161215d5,35,route_1293,Carrefour Express Pisanova,Ristorante Il Mio Capriccio,2025-11-19T01:02:35.993190,8.06,2,KC614TH,published
6a9f3694-b21f-4e48-bc9f-af08c2b26a92,35,route_1622,Via Montanelli 66,Hotel San Ranieri,2025-10-19T11:02:35.994873,5.27,2,EE058KP,published
5052d9a1-8324-4d1b-8ea4-239a0b47dd65,35,route_303,Via Gabriele Vettori 18,Ristorante Il Rustichello - San Piero,2025-08-14T07:02:35.996553,24.72,2,JM232RQ,published
ed65cead-caf9-4b93-82dc-a1f229e9e4cf,35,route_991,Ipercoop Pisa,Pizzeria Pisanova,2025-11-05T18:02:35.998233,16.76,3,PM975MY,published
fcf62b01-9b10-4b41-992c-2c27708e1398,35,route_1325,OBI Pisa,Torre,2025-10-21T17:02:35.999904,15.68,4,JY918UG,published
4d8a063d-c74c-4420-ae52-49a435f43884,35,route_152,Universita di Pisa,Parcheggio San Giuliano Terme,2026-02-20T07:02:36.001555,15.05,3,BP471NV,published
fe53413c-bc64-4f51-b9e4-aa54781be6be,35,route_1480,Ristorante Pizzeria Il Pellicano,Conad Metato,2026-01-28T13:02:36.003228,8.42,4,DX246BK,published
60017645-5ea9-420f-b5a2-6f07180198cd,35,route_1561,Supermercato Coop San Giusto,Carrefour Express Pisanova,2025-09-05T05:02:36.004911,19.91,2,IG768CW,published
173b2745-23d7-4b66-b1b9-df4e02abdcdd,35,route_2104,Ristorante Il Rustichello - San Piero,Hotel Galilei Pisa,2026-02-02T20:02:36.006590,22.79,2,SL676LT,published
8bd34b0c-62b6-4728-a042-24b5a5a28446,35,route_787,Decathlon Pisa,Centro Commerciale Darsena (Tirrenia),2025-11-23T10:02:36.008257,24.22,4,CW394UE,published
8bf96655-4623-4438-a965-a55c1df3f83b,35,route_152,Universita di Pisa,Parcheggio San Giuliano Terme,2025-08-20T07:02:36.009935,24.4,2,YB826JL,published
5861f6bd-100c-43ea-91ef-1ffbc4168cd7,35,route_540,Parco San Rossore,Lidl Pisa,2025-08-16T22:02:36.011625,7.43,1,XY579KL,published
33a81fc4-f00f-40f4-a601-fe1c22fa3b46,35,route_2042,Pizzeria Pisanova,Via San Ranieri 9,2025-10-22T03:02:36.013324,16.98,3,QG612ZI,published
65482e23-1c6d-499d-b62b-0a954f2564f8,35,route_1231,Parcheggio di Cisanello,McDonald's Pisa Aurelia,2025-12-04T15:02:36.015050,16.7,4,KO589UE,published
737f0b82-532b-466e-a262-d4bb26331f55,35,route_242,Via Angelo Battelli 5,Ristorante Tuscany 2,2026-02-16T11:02:36.016734,7.35,1,JO066FM,published
98808126-a080-430e-abe1-2b8ae6a72860,35,route_157,Universita di Pisa,Pizzeria Colignola,2025-11-10T17:02:36.018402,24.05,1,PK169VI,published
8cec2559-46c9-478b-86c6-d3001773e4f0,35,route_786,Decathlon Pisa,Ristorante Da Stefano (Tirrenia),2025-12-20T05:02:36.020085,12.53,4,YL166MA,published
86869a33-e86a-4e5a-b580-f7884a0ab3b8,35,route_995,Ipercoop Pisa,Conad La Vettola,2025-08-06T17:02:36.021761,23.67,3,UN048LJ,published
0fe3f33c-44c7-40ca-8377-bc029fbe6296,35,route_1234,Parcheggio di Cisanello,MediaWorld Pisa,2025-11-03T22:02:36.023420,11.67,1,MK665ZL,published
3c80c9b1-6b00-4f65-ac2f-c0dc391df00b,35,route_1562,Supermercato Coop San Giusto,OBI Pisa,2025-12-15T09:02:36.025139,16.23,4,YL617YA,published
21042f33-3ccc-4962-af8e-dc45c932fd70,35,route_936,Ristorante Galileo,Conad Pian di Marco,2025-11-22T19:02:36.026826,6.89,1,TL580BW,published
275caac6-a781-4f8e-bb43-b606436333cb,35,route_93,Stazione Pisa Centrale,McDonald's Barbaricina,2025-11-17T06:02:36.028446,16.49,4,WI923WV,published
5419550c-e734-4ad7-94b7-79cdc13cae90,35,route_63,Stazione Pisa Centrale,Lidl Pisa,2025-10-22T04:02:36.030063,17.66,3,EH545HV,published
94d8111e-bc52-4f2a-b13d-ecac4fec1f16,35,route_454,Stazione Leopolda,Ristorante Tuscany 2,2025-11-02T09:02:36.031722,20.29,3,ZE256LE,published
6e4e7e27-3e24-400a-8c03-2ed29f7ad44e,35,route_1087,Farmacia Cisanello,Via San Ranieri 9,2025-11-09T00:02:36.033408,24.53,2,BN713UX,published
ca827cf0-3cd6-47b9-bd26-dbac51fe0a25,35,route_877,Centro Commerciale Pisanova,Via Montanelli 66,2025-09-15T13:02:36.035147,13.66,3,HN060MU,published
9bbe46fd-a469-4820-9286-7f8344fd5eb6,35,route_397,Polo Fibonacci,Ristorante Pizzeria Il Pellicano,2025-11-07T19:02:36.036850,17.27,4,XN196WB,published
73d6689f-444d-4064-bf50-ec3904a0e135,35,route_334,Facolta di Ingegneria Polo A,Ristorante Galileo,2026-01-12T14:02:36.038552,8.87,1,JS095OO,published
b826aceb-4ae8-4ab5-bb87-d1d65a28fc26,35,route_900,Centro Commerciale Pisanova,Supermercato Coop Ghezzano,2025-10-05T11:02:36.040228,17.99,2,OD852EP,published
3f2a59dc-bb0b-452c-a66a-25346c19c0de,35,route_1386,Ristorante La Greppia,Stazione Leopolda,2026-02-22T02:02:36.041909,7.56,3,QU731RT,published
2929042a-f635-4a44-8750-72ea5a52339e,35,route_1322,Carrefour Express Pisanova,Ristorante Il Lago (Nodica),2025-11-01T08:02:36.043640,8.11,4,EI949LQ,published
b388ff9c-fa9c-44a1-ac0b-de7a1130d7ef,35,route_273,Via Gabriele Vettori 18,Stazione San Rossore,2026-01-12T05:02:36.045317,13.84,2,ZA793NY,published
a720af6a-6aa9-4445-873c-57f4b0e50285,35,route_1592,Via Montanelli 66,Universita di Pisa,2025-10-18T10:02:36.047017,19.02,4,DK775GR,published
1d8f718d-8b25-449f-9ebd-9ca0ff6b4c4e,35,route_1047,Via Cisanello 170,McDonald's Barbaricina,2025-11-06T04:02:36.048746,12.87,4,BB633VG,published
e753cbe3-d90e-4545-b5a5-71dfd802e7df,35,route_1620,Via Montanelli 66,Ristorante Tuscany 2,2025-10-12T10:02:36.050475,12.31,4,IB658NT,published
7b35d34a-36d4-492c-a98d-674346b54276,35,route_37,Torre,Pizzeria Pisanova,2025-12-25T17:02:36.052110,22.75,2,XR243OY,published
cc5a65c1-8af5-4b3e-af11-88570defa9e1,35,route_1802,Esselunga Cisanello,Torre,2025-09-08T15:02:36.053786,24.23,2,QR216XX,published
c1095797-3b4b-46f5-b193-0c678ca23833,35,route_1324,Carrefour Express Pisanova,Supermercato Coop Ghezzano,2025-09-25T10:02:36.055486,16.51,2,HY779FJ,published
1f930a3a-a969-41f8-98bf-5630c3e4d49f,35,route_1112,Farmacia Cisanello,Supermercato Coop Ghezzano,2025-10-23T14:02:36.057140,16.62,4,RZ909AX,published
9e82f494-01d7-4de0-a692-8f71a76749b9,35,route_966,Ipercoop Pisa,McDonald's Pisa Aurelia,2025-12-07T14:02:36.058798,18.99,4,DT228RM,published
6b0538e2-4599-4f2a-a849-6e475e9167eb,35,route_1324,Carrefour Express Pisanova,Supermercato Coop Ghezzano,2026-02-20T08:02:36.060471,10.62,4,SK299FJ,published
95236227-21bb-4f94-af8c-c7337f9351e7,35,route_542,Parco San Rossore,Parcheggio Via Paparelli,2025-08-25T05:02:36.062139,16.02,4,QL277SJ,published
94091c49-c249-4026-84a2-b95f0aa20243,35,route_243,Via Angelo Battelli 5,Euronics Pisa Cisanello,2026-02-13T05:02:36.063810,11.1,2,VS956QJ,published
d6531d7c-5c45-4967-a5c0-15be4d30b79a,35,route_154,Universita di Pisa,Parcheggio Migliarino,2025-12-02T06:02:36.065473,5.66,1,JO066FM,published
d5e5697e-3a6c-4380-897f-550b1d0bfd9e,35,route_1140,Ristorante Il Mio Capriccio,Via San Ranieri 9,2025-10-11T09:02:36.067122,12.93,2,GC286OF,published
8e252067-cfa5-4c17-9f3e-874c4c7c9b21,35,route_305,Via Gabriele Vettori 18,McDonald's Barbaricina,2025-11-06T09:02:36.068770,7.93,2,UP049YZ,published
6ef22d58-3d12-406f-9c3a-c5fcda15e1d9,35,route_1323,Carrefour Express Pisanova,Pizzeria Colignola,2026-02-10T17:02:36.070457,8.69,3,RQ160HI,published
91537302-7d6a-48c4-8a63-eeda5a4a63b2,35,route_1566,Supermercato Coop San Giusto,Via Montanelli 66,2026-02-13T07:02:36.072132,15.52,3,BQ947CC,published
cc250398-e8ef-4ad3-94cc-29064da4b502,35,route_725,Parcheggio Via Paparelli,Hotel Galilei Pisa,2026-02-20T03:02:36.073787,15.14,1,RO754VU,published
7cc8e303-8b82-4676-b518-3f5d5f7748b2,35,route_1356,OBI Pisa,Euronics Pisa Cisanello,2025-12-14T04:02:36.075484,8.36,4,FW279RJ,published
96a673e7-60e1-4e08-9a1e-64cfcfc3eb60,35,route_2073,Ristorante Il Rustichello - San Piero,Facolta di Ingegneria Polo A,2025-11-06T23:02:36.077171,12.77,1,QT957HC,published
60b08050-f2e8-4eb0-8aa8-350c53da0712,35,route_300,Via Gabriele Vettori 18,Conad Pian di Marco,2025-12-14T12:02:36.078844,10.57,4,NM987SR,published
4e3a5353-db91-45aa-b107-4414963ac420,35,route_34,Torre,Piscina Comunale Camalich,2025-12-03T02:02:36.080478,9.41,4,JJ806CO,published
114c7644-a101-42a6-8587-52750d2b814c,35,route_726,Parcheggio Via Paparelli,Pizzeria Pisanova,2025-11-27T02:02:36.082139,15.64,2,VF268RV,published
ac1bbd5e-0b06-4041-b4f6-e84ad601ad76,35,route_661,McDonald's Pisa Aurelia,Ristorante La Greppia,2026-01-04T18:02:36.083799,11.16,1,AB866GY,published
f341815c-f409-4199-a870-ed5bb37cdebc,35,route_1043,Via Cisanello 170,Hotel Galilei Pisa,2026-02-10T22:02:36.085475,13.18,4,DE718FW,published
1b985971-b44a-4252-8724-678078694991,35,route_1685,Ristorante Tuscany 2,MD Discount Riglione,2025-08-29T20:02:36.087171,19.95,2,QF302LC,published
df62d747-8d79-43c7-a213-128de4a86d7b,35,route_1920,Conad Pian di Marco,McDonald's Pisa Aurelia,2025-11-12T23:02:36.088862,9.94,2,OK510TY,published
7f166b3c-47c8-4aa9-a2fb-0778046cffac,35,route_1984,Hotel Galilei Pisa,Parcheggio di Cisanello,2025-09-06T06:02:36.090537,11.12,1,TI477MS,published
e9636cb2-4c5a-4170-b8dc-7db57793f833,35,route_2,Torre,Via Aretino Spinello 11,2025-10-25T22:02:36.092140,10.3,4,KN327BF,published
db0678c9-af12-4443-94ea-e1a1d12f6db6,35,route_1625,Via Montanelli 66,Conad Pian di Marco,2025-10-15T11:02:36.093830,6.26,1,KF729XJ,published
a3b2a9cb-bb74-4d0f-ac8d-aa5ef3cceaed,35,route_1683,Ristorante Tuscany 2,McDonald's Barbaricina,2025-12-08T08:02:36.095529,10.5,4,OT916XC,published
3c86bc67-4fce-4fa9-8c70-aed3a4037c50,35,route_780,Decathlon Pisa,Ristorante Il Rustichello - San Piero,2025-08-14T13:02:36.097234,9.53,2,EI874VF,published
52e91f11-c5fa-491a-80ed-08e8ae1065a6,35,route_1593,Via Montanelli 66,Via Aretino Spinello 11,2025-12-06T16:02:36.098940,13.49,4,GS324VV,published
aa12d7fc-5b5e-449a-8789-e51043bbb4dd,35,route_1383,Ristorante La Greppia,Via Gabriele Vettori 18,2026-01-14T14:02:36.100660,21.22,4,QO212RX,published
012896e2-39b4-4e9b-b5e6-8e81d79d2604,35,route_510,Stazione San Rossore,Esselunga Cisanello,2026-01-10T13:02:36.102336,14.35,4,UN048LJ,published
0fea613a-597e-4a95-8777-c1e5b5bcdc08,35,route_787,Decathlon Pisa,Centro Commerciale Darsena (Tirrenia),2025-11-18T03:02:36.104022,14.7,2,EL522XG,published
36ae2135-305c-489a-9b7b-53536e839318,35,route_92,Stazione Pisa Centrale,Eurospin Ospedaletto,2026-01-12T20:02:36.105624,8.8,1,VK937TD,published
902cdb8f-a3a5-435f-bae8-91d683499950,35,route_1594,Via Montanelli 66,Via Angelo Battelli 5,2025-12-28T19:02:36.107318,22.69,3,GD521NY,published
d1b516ad-86b4-49f8-94f9-7477b0a51c96,35,route_2,Torre,Via Aretino Spinello 11,2025-09-12T07:02:36.108923,14.42,3,QH515TN,published
1d6251be-d034-497a-a3d1-e10ae720fc27,35,route_667,McDonald's Pisa Aurelia,Euronics Pisa Cisanello,2025-11-12T19:02:36.110572,10.36,4,GL080VY,published
a72334c7-e26a-482a-bcc8-c054f532fced,35,route_423,Polo Fibonacci,Supermercato Coop Ghezzano,2026-01-17T04:02:36.112227,12.1,2,KT176FM,published
1e645fa6-bbc2-427d-9283-ab3b0b5e57da,35,route_1237,Parcheggio di Cisanello,Ipercoop Pisa,2025-11-23T22:02:36.113926,22.15,4,YF610TP,published
c1e68a11-7f54-48b6-bdc8-9b4666bc0094,35,route_691,Parcheggio Via Paparelli,Universita di Pisa,2026-02-17T19:02:36.115605,12.58,3,TM511LK,published
9d28fcff-5b75-404d-94f5-7025a08eb854,35,route_154,Universita di Pisa,Parcheggio Migliarino,2025-08-30T01:02:36.117268,5.39,4,OD982NS,published
2eed070f-2896-415d-afd4-8c39d9e2d19b,35,route_2042,Pizzeria Pisanova,Via San Ranieri 9,2026-02-12T10:02:36.118964,9.66,1,WT961AL,published
d8b392d6-ea24-481b-89db-7d5d1c0c865b,35,route_332,Facolta di Ingegneria Polo A,MediaWorld Pisa,2025-08-05T13:02:36.120615,19.71,2,VU349CM,published
1f8111b4-5196-455a-9322-8eb496ca55e5,35,route_187,Via Aretino Spinello 11,Supermercato Coop San Giusto,2025-07-28T19:02:36.122278,23.39,1,GJ139GP,published
0df89e79-a2bb-48c0-9a1e-190d7be19d5d,35,route_454,Stazione Leopolda,Ristorante Tuscany 2,2025-12-12T21:02:36.123953,9.65,4,KN327BF,published
3fbc5a61-e219-450d-9b49-34cdd27df08d,35,route_1770,Hotel San Ranieri,Ristorante Il Mio Capriccio,2025-12-09T04:02:36.125619,13.19,1,QD663QO,published
6a3dfb63-2e76-4ad5-a078-d82d0c8be6bc,35,route_932,Ristorante Galileo,Euronics Pisa Cisanello,2025-11-05T21:02:36.127282,5.79,2,FT112FC,published
fa979c59-adcc-4030-ac59-57141eb34452,35,route_932,Ristorante Galileo,Euronics Pisa Cisanello,2026-01-14T09:02:36.128961,21.72,1,NM003PU,published
e9afe188-82e7-4495-aba0-e1aebb8bc2c6,35,route_3,Torre,Via Angelo Battelli 5,2025-08-31T02:02:36.130563,21.37,4,HM037TZ,published
cbede613-71b6-4652-afcd-c4f98cd0f012,35,route_1536,Via San Ranieri 9,Supermercato Coop Ghezzano,2026-01-20T05:02:36.132253,17.44,4,YP660IZ,published
8254524a-12cf-497a-b64e-e34c3f2c37b8,35,route_1681,Ristorante Tuscany 2,Ristorante Il Rustichello - San Piero,2025-12-03T18:02:36.133981,9.95,2,OK510TY,published
06f62318-55a9-4e1e-862e-e9d23585ed39,35,route_1387,Ristorante La Greppia,Stazione San Rossore,2025-10-31T16:02:36.135664,12.57,3,YJ744MK,published
b48f9ede-abeb-465e-b1cd-6748302cc768,35,route_1293,Carrefour Express Pisanova,Ristorante Il Mio Capriccio,2025-10-15T11:02:36.137351,16.21,4,CJ032OZ,published
91f9d6a2-2cd6-4538-bee5-3a3baff7e2ce,35,route_1565,Supermercato Coop San Giusto,Via San Ranieri 9,2025-12-10T11:02:36.139065,9.39,3,IT555IH,published
c60a66f5-144d-4460-9db2-6d89c49c5b72,35,route_720,Parcheggio Via Paparelli,Euronics Pisa Cisanello,2026-01-03T07:02:36.140730,13.49,2,LA325QS,published
b4bb9b54-587c-41d0-ba5f-9ba7672cf60c,35,route_1867,Piscina Comunale Camalich,McDonald's Pisa Aurelia,2025-12-13T17:02:36.142419,20.49,2,WC629MA,published
611509a4-426b-4a58-8cb0-982436d9196c,35,route_2043,Pizzeria Pisanova,Supermercato Coop San Giusto,2026-01-20T22:02:36.144088,23.26,4,HJ884SF,published
5fc82c42-fd16-444b-b014-da1cca00201f,35,route_244,Via Angelo Battelli 5,Hotel San Ranieri,2025-08-29T08:02:36.145745,10.12,4,YO597DO,published
34ebb317-9015-40b7-b1c3-df3521e91fad,35,route_1110,Farmacia Cisanello,Ristorante Il Lago (Nodica),2025-10-26T17:02:36.147431,16.27,2,PP137NY,published
